id,division,department,class,title,description
913,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
914,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
915,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
916,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
916,General Petite,Tops,Fine gauge,Petite Fine Gauge Cardigan,"A fine gauge cardigan, lightweight and perfect for layering. Tailored for petite frames."
917,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
918,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
918,General Petite,Tops,Fine gauge,Petite Fine Gauge Cardigan,"A fine gauge cardigan, lightweight and perfect for layering. Tailored for petite frames."
919,General Petite,Tops,Fine gauge,Petite Fine Gauge Cardigan,"A fine gauge cardigan, lightweight and perfect for layering. Tailored for petite frames."
920,General,Tops,Fine gauge,Lightweight Fine Gauge Sweater,"A lightweight fine gauge sweater, perfect for layering during transitional weather."
921,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
923,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
924,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
925,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
926,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
927,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
927,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
928,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
929,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
930,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
930,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
931,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
932,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
933,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
933,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
934,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
935,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
936,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
936,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
937,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
938,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
938,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
939,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
939,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
940,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
940,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
941,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
941,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
942,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
942,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
943,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
944,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
944,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
945,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
945,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
946,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
947,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
948,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
948,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
949,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
949,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
950,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
951,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
952,General Petite,Tops,Sweaters,Petite Chunky Knit Sweater,"A chunky knit sweater that’s cozy and chic, specifically tailored for petite frames."
952,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
953,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
954,General,Tops,Sweaters,Cashmere Turtleneck Sweater,A luxurious cashmere turtleneck that combines warmth with elegance. A winter wardrobe essential.
955,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
956,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
956,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
957,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
959,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
959,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
960,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
960,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
961,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
962,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
963,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
964,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
964,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
965,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
965,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
966,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
966,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
967,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
968,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
969,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
969,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
970,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
970,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
971,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
973,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
974,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
974,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
975,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
975,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
976,General,Jackets,Jackets,Tailored Blazer Jacket,"A sharp, tailored blazer that completes any outfit. Perfect for a professional or polished look."
